round,age,criminal_cases,assets_cr,liabilities_cr,campaign_spending_cr,social_media_followers,speech_sentiment,popularity_score,historical_win_rate,total_votes,vote_surge_score,constituency_volatility,independent_candidate_count,voter_turnout,urban_voter_ratio,postal_vote_ratio,anomaly_score,strategic_manipulation_score,bot_activity_flag,fake_news_score,cyber_attack_risk,booth_capture_risk,deepfake_propagation_score,suspicious_timing_index,vote_injection_risk,adversarial_pressure,strategic_polarization_index,influence_network_strength,vote_change_per_round,late_round_surge,sequential_risk_score,network_failure_count,power_outage_risk,time_between_updates_hr,server_delay_s,attack_response_score,fraud_label
5.0,4.0943445622221,0.0,0.924258901523332,0.37156355643248307,0.0,9.307285578032662,0.1357,0.5198,0.533,11.313058890560512,0.0988,0.3664,3.0,0.7673,0.4307,0.0428,0.2652,0.2138,0.0,0.1995,0.2531,0.4616,0.1106,0.4639,0.1802,0.965,0.6675,0.2635,-0.0357,0.0086,0.2401,2.0,0.0764,0.38999999999999996,0.1636,1.0,0
4.0,3.7612001156935624,1.6094379124341003,0.7419373447293773,0.07696104113612832,0.22314355131420976,9.323847612769777,0.5515,0.5481,0.2766,10.53834332471897,0.1809,0.1289,3.0,0.5101,0.2237,0.183,0.2069,0.2941,0.0,0.278,0.4338,0.5721,0.191,0.1971,0.2877,0.0,0.6968,0.3523,-0.0484,0.0,0.1676,1.0,0.2806,0.21,0.0,1.0,0
1.0,3.7612001156935624,0.0,2.740194654428777,1.3737155789130306,0.8919980393051105,7.358830898342354,0.8155,0.6927,0.5224,11.114267138074986,0.2063,0.3569,5.0,0.5579,0.4482,0.0767,0.3235,0.3231,1.0,0.3945,0.2294,0.3358,0.614,0.1133,0.1514,0.6171,0.4778,0.2105,-0.0381,0.0,0.1577,0.0,0.1413,1.3416666666666666,0.0,1.0,0
3.0,4.0943445622221,1.6094379124341003,0.23901690047049992,0.08617769624105233,0.0295588022415444,11.525663984418417,0.0,0.5739,0.396,11.659196611220016,0.0604,0.2598,3.0,0.6175,0.4299,0.015,0.1599,0.1472,0.0,0.1165,0.1909,0.3113,0.1064,0.0769,0.0995,0.6189,0.3807,0.2938,-0.007,0.0,0.1244,1.0,0.1635,0.6166666666666667,0.18969999999999998,1.0,0
4.0,4.1588830833596715,0.6931471805599453,0.6626879730752367,0.039220713153281295,0.08617769624105233,10.627309417363993,0.7984,0.6321,0.6582,11.682187111175395,0.0821,0.3159,4.0,0.5954,0.4953,0.049,0.1581,0.157,0.0,0.119,0.171,0.3274,0.0972,0.1136,0.1391,0.5223,0.3533,0.1928,0.003,0.0,0.175,1.0,0.2002,0.51,0.1301,1.0,0
6.0,4.04305126783455,1.3862943611198906,2.806386101823072,1.6389967146756448,1.6034198401085373,8.19863945529737,0.4479,0.5543,0.5945,11.33462381750315,0.0852,0.2281,5.0,0.6186,0.2375,0.138,0.2656,0.2413,0.0,0.2288,0.2973,0.5448,0.1345,0.4944,0.1999,0.8546,0.5446,0.3643,0.0094,0.014,0.2813,2.0,0.1824,0.3333333333333333,0.1193,1.0,1
3.0,4.127134385045092,1.0986122886681096,1.2781522025001875,0.6678293725756554,0.4700036292457356,10.936760999895897,0.3936,0.417,0.5084,11.07824264644209,0.0588,0.2349,4.0,0.7118,0.5739,0.0051,0.2963,0.2894,1.0,0.5474,0.3317,0.3201,0.6151,0.1174,0.108,0.8086,0.6175,0.2796,0.012,0.0,0.2213,1.0,0.2833,0.2866666666666667,0.22030000000000002,-1.0,1
7.0,4.219507705176107,0.0,0.0,0.6471032420585385,0.5822156198526637,8.740496729931813,0.2389,0.5391,0.5094,12.684283131214906,0.0297,0.0566,2.0,0.6955,0.4536,0.0099,0.3957,0.4265,1.0,0.5449,0.6644,0.3156,0.67,0.5901,0.1006,1.0,0.6354,0.6758,-0.0248,0.0636,0.4061,1.0,0.5107,1.6849999999999998,0.4044,1.0,1
2.0,4.0943445622221,0.0,0.4382549309311553,0.019802627296179712,0.058268908123975775,9.863706682524283,0.6092,0.6291,0.7,11.83814173304993,0.1294,0.4233,4.0,0.5778,0.4713,0.0999,0.3493,0.3546,1.0,0.545,0.4226,0.4644,0.6034,0.1819,0.2047,0.7471,0.4823,0.3644,-0.0238,0.0,0.2508,2.0,0.1464,1.5233333333333334,0.2226,1.0,0
5.0,4.007333185232471,0.0,1.1908875647772805,0.4700036292457356,0.5596157879354227,9.863654652034406,0.5065,0.7308,0.3864,11.31585162638907,0.1157,0.1541,8.0,0.5624,0.5137,0.0482,0.2341,0.1886,0.0,0.1244,0.3057,0.2337,0.12,0.509,0.1058,0.7734,0.575,0.1031,-0.0106,0.0071,0.2424,1.0,0.0851,0.5950000000000001,0.2754,-1.0,0
3.0,4.060443010546419,0.0,0.6523251860396903,0.3784364357202451,0.23111172096338664,9.76347807952779,0.4524,0.5653,0.1226,12.12433099547098,0.1251,0.4262,1.0,0.7767,0.3733,0.0913,0.3926,0.382,1.0,0.6047,0.581,0.512,0.6691,0.2129,0.1947,0.6981,0.4879,0.2129,-0.0415,0.0,0.3054,5.0,0.1683,0.98,0.2196,-1.0,1
3.0,3.9889840465642745,1.9459101490553132,0.5877866649021191,0.26236426446749106,0.173953307123438,7.76046702921342,0.3402,0.3996,0.3312,11.00796593531503,0.2252,0.2196,3.0,0.5215,0.4067,0.1346,0.4112,0.4569,1.0,0.6352,0.5057,0.5194,0.7511,0.2213,0.2509,0.2287,0.3312,0.1759,0.0053,0.0,0.3034,2.0,0.3594,0.94,0.4875,0.0,1
6.0,3.912023005428146,2.1972245773362196,0.9400072584914712,0.5247285289349821,0.29266961396282,8.096512917501594,0.5611,0.3695,0.3626,11.43892364102874,0.0976,0.1818,4.0,0.7498,0.5418,0.0438,0.485,0.4829,1.0,0.6492,0.536,0.4145,0.7527,0.5581,0.1906,1.0,0.687,0.2941,-0.0403,0.0357,0.48,3.0,0.5216,1.32,0.3977,1.0,0
2.0,3.8501476017100584,1.791759469228055,2.190535589185423,1.6882490928583902,0.0,11.006672703049372,0.4698,0.5243,0.7488,11.94473385508442,0.0,0.1007,5.0,0.7335,0.3646,0.0988,0.3297,0.3666,1.0,0.6098,0.5226,0.2145,0.7194,0.1872,0.1003,0.1309,0.2463,0.1088,-0.007,0.0,0.2316,2.0,0.3984,0.7416666666666667,0.0,0.0,0
1.0,3.9512437185814275,0.0,1.2178757094949273,0.708035793053696,0.23111172096338664,9.297893268984044,0.5891,0.604,0.5331,11.438374317705845,0.0743,0.2247,7.0,0.6241,0.5361,0.0113,0.3597,0.3832,1.0,0.6251,0.5949,0.3271,0.7332,0.2348,0.1328,0.0868,0.1503,0.0805,0.0367,0.0,0.1764,1.0,0.1617,0.36833333333333335,0.39030000000000004,0.0,0
4.0,3.9889840465642745,1.0986122886681096,0.4510756193602167,0.11332868530700317,0.15700374880966475,7.324489979348532,0.5834,0.5616,0.7378,11.93642693556449,0.0867,0.1824,6.0,0.5998,0.6982,0.0863,0.3357,0.3665,1.0,0.5241,0.4007,0.2897,0.651,0.1841,0.1571,0.1476,0.2002,0.0988,-0.0207,0.0,0.2808,1.0,0.2452,1.8833333333333333,0.2743,0.0,0
4.0,4.330733340286331,0.0,1.0438040521731147,0.30010459245033805,0.31481073984003355,9.867601273971719,0.773,0.7368,0.4769,11.268749780827587,0.1821,0.3842,2.0,0.8357,0.3984,0.0716,0.1731,0.1828,0.0,0.2338,0.1957,0.3755,0.0,0.1353,0.163,0.7406,0.5602,0.2856,0.0672,0.0,0.1351,1.0,0.1107,0.5283333333333333,0.24380000000000002,1.0,0
6.0,4.04305126783455,1.791759469228055,2.2669579153508947,1.2892326482767593,0.0,10.025660936493804,0.5476,0.5316,0.4913,10.916723490466762,0.1778,0.4404,1.0,0.5183,0.3882,0.0644,0.3034,0.2669,0.0,0.2199,0.4022,0.3426,0.1322,0.5844,0.1119,0.8724,0.61,0.519,0.0517,0.2371,0.3191,1.0,0.3873,0.6,0.2122,-1.0,0
7.0,3.970291913552122,1.791759469228055,1.6956156086751528,0.832909122935104,0.6205764877251099,9.304377013902565,0.5164,0.4462,0.4595,11.99546271915325,0.1936,0.2074,4.0,0.8258,0.2294,0.0221,0.4448,0.4661,1.0,0.5517,0.4942,0.4677,0.6209,0.6084,0.2214,0.0,0.1588,0.0901,0.0642,0.3941,0.5082,4.0,0.3423,0.6733333333333333,0.36419999999999997,0.0,1
1.0,4.007333185232471,0.6931471805599453,1.0715836162801904,0.16551443847757338,0.5247285289349821,11.410493988818281,0.521,0.629,0.3562,10.587518304449791,0.097,0.007,5.0,0.5888,0.4025,0.0456,0.1188,0.2038,0.0,0.1615,0.4387,0.2401,0.1221,0.1516,0.0948,0.0452,0.1901,0.043,0.0064,0.0,0.0265,2.0,0.3657,0.8266666666666667,0.2555,0.0,0
4.0,3.9889840465642745,2.4849066497880004,1.1216775615991057,0.6043159668533296,0.23111172096338664,11.658825055130215,0.3759,0.4041,0.3284,11.04950809859923,0.0356,0.1868,6.0,0.6686,0.2435,0.0463,0.1821,0.2483,0.0,0.2026,0.3273,0.4464,0.1575,0.1485,0.1626,0.5941,0.4555,0.1457,0.0023,0.0,0.1747,0.0,0.1792,0.985,0.1851,-1.0,0
5.0,4.007333185232471,0.0,3.9684033388642534,2.377692565480851,2.761274962339508,7.989899374942939,0.7004,0.6971,0.337,12.283019797680963,0.1465,0.0853,5.0,0.8019,0.4281,0.0377,0.2596,0.301,0.0,0.2385,0.3918,0.4413,0.1481,0.5182,0.2003,1.0,0.7109,0.1551,0.0115,0.0684,0.2134,5.0,0.07,1.075,0.2622,1.0,1
7.0,3.8712010109078907,0.0,2.115049969147204,1.4182774069729414,1.1537315878891892,11.180399431835866,0.5423,0.6345,0.41,11.567584090274027,0.0943,0.441,3.0,0.5935,0.4917,0.0307,0.2983,0.2796,0.0,0.2745,0.2971,0.6074,0.1261,0.4909,0.1463,1.0,0.6647,0.2926,0.0,0.0289,0.2589,1.0,0.0864,1.45,0.1152,1.0,1
7.0,4.02535169073515,0.0,0.8064758658669485,0.3920420877760237,0.32208349916911333,11.975854125544,0.8676,0.8258,0.5594,12.427266297024751,0.1351,0.1514,4.0,0.7893,0.1686,0.0485,0.2778,0.2505,0.0,0.2729,0.3485,0.3961,0.1857,0.5212,0.1569,0.9313,0.6704,0.5128,0.0043,0.0487,0.306,2.0,0.1474,1.105,0.2417,-1.0,0
5.0,4.110873864173311,0.0,0.35065687161316933,0.27002713721306015,0.04879016416943201,10.637584719425028,0.6849,0.7332,0.5737,11.494761494342557,0.0639,0.0991,3.0,0.6183,0.7033,0.1314,0.3744,0.3051,1.0,0.5269,0.2331,0.2471,0.6284,0.4735,0.1642,0.0721,0.2903,0.0812,0.0211,0.1555,0.4164,1.0,0.2557,0.16999999999999998,0.6512,0.0,1
4.0,4.219507705176107,0.0,1.8468787684491346,0.9202827531436926,1.0885619528146082,10.820997540815013,0.433,0.4925,0.164,11.8579538502745,0.195,0.2294,6.0,0.5338,0.5799,0.0771,0.2024,0.2034,0.0,0.2501,0.2851,0.4222,0.1363,0.1651,0.1889,0.0999,0.1818,0.0751,0.0362,0.0,0.1596,0.0,0.0846,0.0,0.2186,0.0,1
1.0,4.007333185232471,0.6931471805599453,0.173953307123438,0.039220713153281295,0.058268908123975775,9.695047867587114,0.9231,0.6578,0.5193,12.156167860401533,0.1194,0.2223,2.0,0.7876,0.3678,0.1505,0.2443,0.296,0.0,0.3137,0.5376,0.4627,0.196,0.2612,0.2366,0.7542,0.5171,0.1361,0.0289,0.0,0.1308,3.0,0.3197,0.6566666666666666,0.5371,-1.0,0
3.0,4.02535169073515,1.9459101490553132,2.382320061012899,0.46373401623214017,0.6312717768418579,10.326104719461858,0.4057,0.3596,0.3787,10.62699418560542,0.2129,0.0182,7.0,0.876,0.6396,0.1035,0.293,0.3604,1.0,0.4879,0.3866,0.3941,0.0,0.2091,0.1939,0.1127,0.2039,0.0873,0.0418,0.0,0.1995,1.0,0.1607,0.6416666666666667,0.6126,0.0,0
4.0,4.143134726391533,1.3862943611198906,0.6259384308664953,0.2151113796169455,0.09531017980432487,11.761760154572297,0.0,0.6578,0.416,10.885472387605645,0.1397,0.5648,10.0,0.7845,0.423,0.029,0.2384,0.1841,0.0,0.1091,0.2602,0.4842,0.1081,0.1639,0.1135,0.7592,0.5217,0.0779,0.032,0.0,0.2339,0.0,0.1104,1.7266666666666666,0.12990000000000002,-1.0,1
5.0,3.828641396489095,0.0,0.5709795465857378,0.10436001532424277,0.0,9.947887139832812,0.21,0.4385,0.2916,11.467038582197752,0.0222,0.1756,5.0,0.6815,0.5219,0.0203,0.2877,0.3111,0.0,0.268,0.5401,0.4425,0.1584,0.5641,0.1766,0.8602,0.5526,0.3593,0.0292,0.0296,0.2565,2.0,0.2114,0.345,0.2215,-1.0,0
5.0,4.219507705176107,0.0,1.410986973710262,0.5766133643039938,0.44468582126144574,10.326104719461858,0.9045,0.7707,0.679,11.55086651354809,0.1473,0.0613,7.0,0.8148,0.8368,0.0909,0.429,0.4646,1.0,0.5844,0.6279,0.3273,0.7222,0.6254,0.1574,1.0,0.636,0.5463,-0.0298,0.119,0.4287,8.0,0.2181,0.5816666666666667,0.2528,-1.0,0
5.0,3.713572066704308,0.0,0.7419373447293773,0.2546422183735807,0.06765864847381481,12.211154709936967,0.498,0.6702,0.1374,11.743902256196087,0.0619,0.2983,5.0,0.7308,0.4511,0.0738,0.2815,0.2608,0.0,0.2323,0.3244,0.6121,0.1289,0.4746,0.1956,1.0,0.675,0.3011,-0.0447,0.1399,0.2642,1.0,0.1347,0.89,0.2145,1.0,0
3.0,3.8501476017100584,2.302585092994046,2.1329823086078656,0.9282193027394289,1.3428648031925547,7.543802867501509,0.2411,0.2484,0.5084,11.432159996167782,0.1175,0.4476,5.0,0.5731,0.1959,0.0414,0.1719,0.1859,0.0,0.1078,0.2495,0.2528,0.1259,0.1044,0.0766,0.5608,0.3694,0.1921,-0.0627,0.0,0.1416,0.0,0.0773,1.0,0.2345,1.0,1
5.0,4.1588830833596715,0.0,2.363680192353857,1.965712776351493,1.2809338454620645,9.12674134809987,0.596,0.6151,0.5877,10.609501598802897,0.0181,0.3061,8.0,0.6659,0.3533,0.0347,0.4569,0.4058,1.0,0.6209,0.3443,0.4626,0.7014,0.4913,0.2009,0.9403,0.6613,0.4266,-0.0085,0.0535,0.4484,3.0,0.1225,1.0966666666666667,0.344,1.0,1
1.0,4.04305126783455,2.0794415416798357,0.6312717768418579,0.30010459245033805,0.0,10.909728671608544,0.2433,0.2804,0.1195,10.993109549366105,0.067,0.349,12.0,0.6753,0.351,0.1101,0.2418,0.3029,0.0,0.3047,0.403,0.3812,0.2236,0.1531,0.1145,0.1386,0.2436,0.0752,0.0451,0.0,0.1427,3.0,0.0778,1.3566666666666667,0.2646,0.0,0
1.0,3.7376696182833684,0.0,0.3784364357202451,0.09531017980432487,0.15700374880966475,7.83399634170946,0.8534,0.6586,0.628,11.680395616911554,0.1719,0.3437,3.0,0.5011,0.3573,0.0679,0.2082,0.2182,0.0,0.2695,0.3475,0.4847,0.1444,0.1747,0.1793,0.0287,0.1425,0.0609,-0.012,0.0,0.0398,4.0,0.1033,0.43833333333333335,0.2796,0.0,0
1.0,4.23410650459726,0.0,2.278292400425001,1.0473189942805592,0.0,8.133293861222633,0.2297,0.4993,0.3946,11.858109642193464,0.0483,0.2564,3.0,0.7185,0.4743,0.1168,0.3191,0.3249,1.0,0.5219,0.2857,0.3719,0.6632,0.1089,0.1745,0.5815,0.5108,0.1286,0.0154,0.0,0.1421,2.0,0.2146,0.9233333333333333,0.19119999999999998,1.0,1
7.0,4.219507705176107,1.0986122886681096,1.3686394258811698,0.412109650826833,0.6471032420585385,6.612041034833092,0.4448,0.5364,0.5629,11.524340069785483,0.0796,0.1256,3.0,0.7389,0.3147,0.1316,0.4173,0.4401,1.0,0.5148,0.4755,0.2647,0.6894,0.5881,0.1955,1.0,0.6665,0.3517,-0.0116,0.1388,0.4279,5.0,0.1585,0.52,0.2509,1.0,0
1.0,3.6375861597263857,0.6931471805599453,1.1662709371419244,0.15700374880966475,0.33647223662121295,9.98359179677779,0.2726,0.5006,0.1253,11.427955638960135,0.1055,0.3014,1.0,0.5743,0.0792,0.1013,0.401,0.3327,1.0,0.5603,0.5587,0.3854,0.7034,0.2604,0.1366,0.6547,0.5149,0.3229,-0.0399,0.0,0.1941,0.0,0.0984,1.3266666666666667,0.2523,-1.0,1
6.0,4.0943445622221,1.791759469228055,0.08617769624105233,0.019802627296179712,0.0,9.843206621651198,0.2611,0.4205,0.5486,11.260353102965206,0.1139,0.2748,6.0,0.6208,0.4806,0.1096,0.2684,0.2458,0.0,0.1812,0.3176,0.3729,0.1386,0.4943,0.1852,0.7829,0.5637,0.222,0.0041,0.0019,0.2567,4.0,0.173,1.1566666666666667,0.2575,1.0,1
2.0,3.7376696182833684,1.0986122886681096,0.9745596399981308,0.32208349916911333,0.44468582126144574,9.815530273776986,0.3324,0.5031,0.5555,11.415125187444316,0.1849,0.0763,3.0,0.5039,0.4395,0.2045,0.3062,0.4222,1.0,0.4612,0.2574,0.3479,0.5291,0.1314,0.3127,0.1191,0.2691,0.0997,-0.0403,0.0,0.204,2.0,0.0751,1.6883333333333332,0.1211,0.0,0
3.0,4.174387269895637,0.0,3.013572191682322,1.706564623164823,2.0955609235597192,6.476972362889683,0.6039,0.6557,0.1231,11.938127838761424,0.0149,0.3186,2.0,0.6719,0.3698,0.1494,0.2427,0.3503,0.0,0.2724,0.4776,0.3928,0.1694,0.1786,0.2203,0.7893,0.5511,0.1443,-0.0335,0.0,0.1747,1.0,0.1356,1.4866666666666668,0.2558,-1.0,0
7.0,4.219507705176107,0.0,1.900613874140137,0.058268908123975775,0.412109650826833,9.953182069559979,0.6427,0.68,0.3917,10.818056803511944,0.1089,0.5802,4.0,0.5751,0.2283,0.0215,0.2345,0.0872,0.0,0.07,0.1149,0.3049,0.0648,0.4322,0.0826,0.0105,0.116,0.0302,0.0025,0.0485,0.257,1.0,0.0983,1.0616666666666668,0.21159999999999998,0.0,0
4.0,4.04305126783455,0.0,0.22314355131420976,0.07696104113612832,0.039220713153281295,7.612336837167746,0.763,0.6244,0.6224,11.495087306840349,0.0,0.0835,5.0,0.4331,0.4154,0.1458,0.2588,0.2725,1.0,0.556,0.1509,0.1764,0.6057,0.0795,0.1224,0.0,0.125,0.0521,0.0477,0.0,0.1552,1.0,0.1267,1.5733333333333335,0.162,0.0,0
2.0,3.9318256327243257,0.6931471805599453,1.2267122912954256,0.37156355643248307,0.5306282510621704,10.132096143281396,0.4574,0.5191,0.279,11.05881093278828,0.2748,0.491,3.0,0.4297,0.2406,0.0852,0.1717,0.1427,0.0,0.1461,0.2177,0.2659,0.0925,0.1706,0.1098,0.1148,0.1529,0.0636,0.0149,0.0,0.122,0.0,0.1776,0.7983333333333333,0.22130000000000002,0.0,0
2.0,3.8066624897703196,0.6931471805599453,1.927164106234258,0.9202827531436926,0.9783261227936076,9.417435838868785,0.643,0.6645,0.671,11.00401467340901,0.0284,0.2884,3.0,0.6687,0.3335,0.3921,0.406,0.5537,1.0,0.5479,0.5912,0.6617,0.6671,0.1943,0.5217,0.2406,0.3248,0.1556,0.0,0.0,0.2572,1.0,0.3963,0.55,0.3098,0.0,1
7.0,4.007333185232471,1.3862943611198906,1.0986122886681096,0.43178241642553783,0.5187937934151676,8.521185212685776,0.4663,0.4462,0.6568,10.606560311167646,0.2421,0.3422,4.0,0.4616,0.2597,0.0376,0.4557,0.4275,1.0,0.5337,0.4337,0.3286,0.7061,0.5781,0.1599,0.0752,0.2407,0.103,0.0383,0.133,0.4523,1.0,0.4122,0.815,0.22219999999999998,0.0,0
3.0,3.784189633918261,0.0,0.9555114450274365,0.3293037471426004,0.12221763272424921,9.20109779060925,0.326,0.5141,0.1938,11.70146100823065,0.1687,0.4475,4.0,0.7816,0.4823,0.0842,0.4541,0.4826,1.0,0.6392,0.5256,0.6886,0.0,0.2327,0.2295,0.8221,0.6046,0.4347,0.0,0.0,0.3353,6.0,0.1681,0.6716666666666666,0.36810000000000004,-1.0,0
4.0,4.1588830833596715,1.6094379124341003,0.5423242908253616,0.16551443847757338,0.23111172096338664,9.79757132694458,0.2331,0.4239,0.3018,11.788843613001765,0.1119,0.0239,4.0,0.5893,0.3812,0.0393,0.2912,0.3274,1.0,0.5097,0.3976,0.32,0.6255,0.1722,0.1501,1.0,0.6715,0.3504,0.005,0.0,0.2817,2.0,0.0897,0.74,0.1817,-1.0,0
3.0,3.713572066704308,2.4849066497880004,0.9895411936137477,0.5187937934151676,0.08617769624105233,11.653026480288442,0.3004,0.3064,0.4108,11.587169856389847,0.0218,0.1328,4.0,0.6821,0.3856,0.2116,0.3534,0.4469,1.0,0.5463,0.5453,0.6375,0.6327,0.1701,0.3073,0.8849,0.6258,0.5527,0.0014,0.0,0.2881,1.0,0.2193,0.5866666666666667,0.24919999999999998,1.0,0
3.0,3.828641396489095,0.6931471805599453,2.1633230256605382,1.3912819026309298,0.0,9.075551045627543,0.6928,0.6046,0.3115,10.836851700599572,0.1765,0.3395,5.0,0.571,0.4297,0.1026,0.2339,0.2609,0.0,0.2303,0.3367,0.5483,0.1132,0.2448,0.2244,0.0494,0.2408,0.0771,-0.0051,0.0,0.139,1.0,0.3362,1.3483333333333334,0.2607,0.0,0
2.0,4.02535169073515,0.0,0.9321640810304452,0.44468582126144574,0.4700036292457356,7.3914152346753585,0.3938,0.49,0.4561,11.188731540419244,0.0811,0.0792,3.0,0.595,0.4036,0.0428,0.1882,0.2639,0.0,0.3226,0.4196,0.3959,0.0,0.1517,0.1565,0.7669,0.5859,0.5088,0.033,0.0,0.103,5.0,0.3931,0.8216666666666667,0.61,1.0,0
5.0,3.9889840465642745,0.6931471805599453,0.5538851132264376,0.2546422183735807,0.2546422183735807,8.197814032221203,0.6592,0.5827,0.5331,10.452562263733816,0.1125,0.2875,1.0,0.7746,0.7234,0.0497,0.3447,0.36,0.0,0.3724,0.7159,0.4818,0.2334,0.6158,0.1669,0.7952,0.5346,0.4292,-0.0262,0.1071,0.3244,3.0,0.1684,0.3516666666666667,0.4284,1.0,1
5.0,4.07753744390572,0.0,0.8458682675776092,0.27002713721306015,0.3074846997479606,9.152499372286332,0.2526,0.4835,0.0829,10.864216133840852,0.1582,0.2171,4.0,0.5408,0.232,0.2308,0.4548,0.5123,1.0,0.5568,0.3891,0.377,0.6346,0.5182,0.3356,1.0,0.687,0.3335,-0.016,0.1469,0.4362,2.0,0.1117,0.3283333333333333,0.1722,1.0,1
